orig,hira,kana,hepburn,kunrei,passport
あまでら,あまでら,アマデラ,amadera,amadera,amadera
あまど,あまど,アマド,amado,amado,amado
甘党,あまとう,アマトウ,amatou,amatou,amato
あまなつ,あまなつ,アマナツ,amanatsu,amanatu,amanatsu
甘納豆,あまなっとう,アマナットウ,amanattou,amanattou,amanattou
あまみ,あまみ,アマミ,amami,amami,amami
あまみず,あまみず,アマミズ,amamizu,amamizu,amamizu
あまみのくろうさぎ,あまみのくろうさぎ,アマミノクロウサギ,amaminokurousagi,amaminokurousagi,amaminokurousagi
アマミノクロウサギ,あまみのくろうさぎ,アマミノクロウサギ,amaminokurousagi,amaminokurousagi,amaminokurousagi
アマメシバ,あまめしば,アマメシバ,amameshiba,amamesiba,amameshiba
あまもや,あまもや,アマモヤ,amamoya,amamoya,amamoya
あまもり,あまもり,アマモリ,amamori,amamori,amamori
あまやどり,あまやどり,アマヤドリ,amayadori,amayadori,amayadori
アマヤニリンゴ,あまやにりんご,アマヤニリンゴ,amayaniringo,amayaniringo,amayaniringo
あまよ,あまよ,アマヨ,amayo,amayo,amayo
あまり,あまり,アマリ,amari,amari,amari
螭竜,ちりゅう,チリュウ,chiryuu,tiryuu,chiryuu
アマレット,あまれっと,アマレット,amaretto,amaretto,amaretto
あみ,あみ,アミ,ami,ami,ami
網,あみ,アミ,ami,ami,ami
あみあぶら,あみあぶら,アミアブラ,amiabura,amiabura,amiabura
アミーバ,あみーば,アミーバ,amiiba,amiiba,amiiba
アミール,あみーる,アミール,amiiru,amiiru,amiiru
あみかけ,あみかけ,アミカケ,amikake,amikake,amikake
あみがさたけ,あみがさたけ,アミガサタケ,amigasatake,amigasatake,amigasatake
あみがしら,あみがしら,アミガシラ,amigashira,amigasira,amigashira
阿弥陀,あみだ,アミダ,amida,amida,amida
あみだな,あみだな,アミダナ,amidana,amidana,amidana
阿弥陀仏,あみだぶつ,アミダブツ,amidabutsu,amidabutu,amidabutsu
網点,あみてん,アミテン,amiten,amiten,amiten
網版,あみはん,アミハン,amihan,amihan,amihan
あみめ,あみめ,アミメ,amime,amime,amime
あみもの,あみもの,アミモノ,amimono,amimono,amimono
アミロイド,あみろいど,アミロイド,amiroido,amiroido,amiroido
アムールヤマネコ,あむーるやまねこ,アムールヤマネコ,amuuruyamaneko,amuuruyamaneko,amuuruyamaneko
あめ,あめ,アメ,ame,ame,ame
雨,あめ,アメ,ame,ame,ame
あめあがり,あめあがり,アメアガリ,ameagari,ameagari,ameagari
あめあし,あめあし,アメアシ,ameashi,ameasi,ameashi
あめいろ,あめいろ,アメイロ,ameiro,ameiro,ameiro
アメーバ,あめーば,アメーバ,ameeba,ameeba,ameeba
あめかぜ,あめかぜ,アメカゼ,amekaze,amekaze,amekaze
あめかんむり,あめかんむり,アメカンムリ,amekanmuri,amekanmuri,amekammuri
あめしずく,あめしずく,アメシズク,ameshizuku,amesizuku,ameshizuku
あめつち,あめつち,アメツチ,ametsuchi,ametuti,ametsuchi
あめつゆ,あめつゆ,アメツユ,ametsuyu,ametuyu,ametsuyu
あめふらし,あめふらし,アメフラシ,amefurashi,amefurasi,amefurashi
アメフラシ,あめふらし,アメフラシ,amefurashi,amefurasi,amefurashi
あめふり,あめふり,アメフリ,amefuri,amefuri,amefuri
雨模様,あめもよう,アメモヨウ,amemoyou,amemoyou,amemoyou
あめゆき,あめゆき,アメユキ,ameyuki,ameyuki,ameyuki
アメリカミンク,あめりかみんく,アメリカミンク,amerikaminku,amerikaminku,amerikaminku
アメリカン,あめりかん,アメリカン,amerikan,amerikan,amerikan
アメリカンバイク,あめりかんばいく,アメリカンバイク,amerikanbaiku,amerikanbaiku,amerikambaiku
アメリカンフットボール,あめりかんふっとぼーる,アメリカンフットボール,amerikanfuttobooru,amerikanfuttobooru,amerikanfuttobooru
アメリシウム,あめりしうむ,アメリシウム,amerishiumu,amerisiumu,amerishiumu
あめんぼ,あめんぼ,アメンボ,amenbo,amenbo,amenbo
亜門,あもん,アモン,amon,amon,amon
あや,あや,アヤ,aya,aya,aya
あやしげ,あやしげ,アヤシゲ,ayashige,ayasige,ayashige
あやとり,あやとり,アヤトリ,ayatori,ayatori,ayatori
あやまち,あやまち,アヤマチ,ayamachi,ayamati,ayamachi
あやまり,あやまり,アヤマリ,ayamari,ayamari,ayamari
アヤム,あやむ,アヤム,ayamu,ayamu,ayamu
あやめ,あやめ,アヤメ,ayame,ayame,ayame
あゆ,あゆ,アユ,ayu,ayu,ayu
アユ,あゆ,アユ,ayu,ayu,ayu
阿諛,あゆ,アユ,ayu,ayu,ayu
鮎,あゆ,アユ,ayu,ayu,ayu
あゆみ,あゆみ,アユミ,ayumi,ayumi,ayumi
あら,あら,アラ,ara,ara,ara
アラート,あらーと,アラート,araato,araato,araato
アラーム,あらーむ,アラーム,araamu,araamu,araamu
あらい,あらい,アライ,arai,arai,arai
アライアンス,あらいあんす,アライアンス,araiansu,araiansu,araiansu
アライグマ,あらいぐま,アライグマ,araiguma,araiguma,araiguma
あらいぐま,あらいぐま,アライグマ,araiguma,araiguma,araiguma
浣熊,あらいぐま,アライグマ,araiguma,araiguma,araiguma
あらいはり,あらいはり,アライハリ,araihari,araihari,araihari
あらいみ,あらいみ,アライミ,araimi,araimi,araimi
あらいもの,あらいもの,アライモノ,araimono,araimono,araimono
あらう,あらう,アラウ,arau,arau,arau
あらうみ,あらうみ,アラウミ,araumi,araumi,araumi
あらえびす,あらえびす,アラエビス,araebisu,araebisu,araebisu
あらかし,あらかし,アラカシ,arakashi,arakasi,arakashi
あらがね,あらがね,アラガネ,aragane,aragane,aragane
あらがみ,あらがみ,アラガミ,aragami,aragami,aragami
アラカルト,あらかると,アラカルト,arakaruto,arakaruto,arakaruto
阿羅漢,あらかん,アラカン,arakan,arakan,arakan
鉱,こう,コウ,kou,kou,ko
あらさがし,あらさがし,アラサガシ,arasagashi,arasagasi,arasagashi
あらし,あらし,アラシ,arashi,arasi,arashi
嵐,あらし,アラシ,arashi,arasi,arashi
あらしお,あらしお,アラシオ,arashio,arasio,arashio
あらしぐも,あらしぐも,アラシグモ,arashigumo,arasigumo,arashigumo
あらすじ,あらすじ,アラスジ,arasuji,arasuzi,arasuji
あらそい,あらそい,アラソイ,arasoi,arasoi,arasoi
あらた,あらた,アラタ,arata,arata,arata
あらて,あらて,アラテ,arate,arate,arate
あらなみ,あらなみ,アラナミ,aranami,aranami,aranami
アラビアオリックス,あらびあおりっくす,アラビアオリックス,arabiaorikkusu,arabiaorikkusu,arabiaorikkusu
あらびき,あらびき,アラビキ,arabiki,arabiki,arabiki
アラブ,あらぶ,アラブ,arabu,arabu,arabu
あらまし,あらまし,アラマシ,aramashi,aramasi,aramashi
あらむしゃ,あらむしゃ,アラムシャ,aramusha,aramusya,aramusha
あらむしろ,あらむしろ,アラムシロ,aramushiro,aramusiro,aramushiro
あらもの,あらもの,アラモノ,aramono,aramono,aramono
あららぎ,あららぎ,アララギ,araragi,araragi,araragi
あられ,あられ,アラレ,arare,arare,arare
霰,あられ,アラレ,arare,arare,arare
あられいし,あられいし,アラレイシ,arareishi,arareisi,arareishi
あらわ,あらわ,アラワ,arawa,arawa,arawa
あらわし,あらわし,アラワシ,arawashi,arawasi,arawashi
あらわれ,あらわれ,アラワレ,araware,araware,araware
あり,あり,アリ,ari,ari,ari
アリ,あり,アリ,ari,ari,ari
ありあけ,ありあけ,アリアケ,ariake,ariake,ariake
ありあわせ,ありあわせ,アリアワセ,ariawase,ariawase,ariawase
ありか,ありか,アリカ,arika,arika,arika
ありかた,ありかた,アリカタ,arikata,arikata,arikata
ありがね,ありがね,アリガネ,arigane,arigane,arigane
ありきたり,ありきたり,アリキタリ,arikitari,arikitari,arikitari
ありくい,ありくい,アリクイ,arikui,arikui,arikui
アリクイ,ありくい,アリクイ,arikui,arikui,arikui
アリゲーター,ありげーたー,アリゲーター,arigeetaa,arigeetaa,arigeetaa
ありさま,ありさま,アリサマ,arisama,arisama,arisama
蟻地獄,ありじごく,アリジゴク,arijigoku,arizigoku,arijigoku
ありすい,ありすい,アリスイ,arisui,arisui,arisui
ありだか,ありだか,アリダカ,aridaka,aridaka,aridaka
ありづか,ありづか,アリヅカ,arizuka,arizuka,arizuka
ありつかげら,ありつかげら,アリツカゲラ,aritsukagera,aritukagera,aritsukagera
ありったけ,ありったけ,アリッタケ,arittake,arittake,arittake
ありてい,ありてい,アリテイ,aritei,aritei,aritei
ありのまま,ありのまま,アリノママ,arinomama,arinomama,arinomama
アリバイ,ありばい,アリバイ,aribai,aribai,aribai
ありまき,ありまき,アリマキ,arimaki,arimaki,arimaki
亜流,ありゅう,アリュウ,aryuu,aryuu,aryuu
亜硫酸,ありゅうさん,アリュウサン,aryuusan,aryuusan,aryuusan
ありよう,ありよう,アリヨウ,ariyou,ariyou,ariyou
アルカリ,あるかり,アルカリ,arukari,arukari,arukari
アルカン,あるかん,アルカン,arukan,arukan,arukan
アルキン,あるきん,アルキン,arukin,arukin,arukin
アルケン,あるけん,アルケン,aruken,aruken,aruken
アルコール,あるこーる,アルコール,arukooru,arukooru,arukooru
アルコールランプ,あるこーるらんぷ,アルコールランプ,arukooruranpu,arukooruranpu,arukoorurampu
アルゴリズム,あるごりずむ,アルゴリズム,arugorizumu,arugorizumu,arugorizumu
アルゴン,あるごん,アルゴン,arugon,arugon,arugon
あるじ,あるじ,アルジ,aruji,aruzi,aruji
主,しゅ,シュ,shu,syu,shu
アルシング,あるしんぐ,アルシング,arushingu,arusingu,arushingu
アルティメット,あるてぃめっと,アルティメット,aruteimetto,aruteimetto,aruteimetto
アルテミス,あるてみす,アルテミス,arutemisu,arutemisu,arutemisu
アルバートサウルス,あるばーとさうるす,アルバートサウルス,arubaatosaurusu,arubaatosaurusu,arubaatosaurusu
アルバイター,あるばいたー,アルバイター,arubaitaa,arubaitaa,arubaitaa
アルバイト,あるばいと,アルバイト,arubaito,arubaito,arubaito
アルパカ,あるぱか,アルパカ,arupaka,arupaka,arupaka
アルバトロス,あるばとろす,アルバトロス,arubatorosu,arubatorosu,arubatorosu
アルバム,あるばむ,アルバム,arubamu,arubamu,arubamu
アルビノ,あるびの,アルビノ,arubino,arubino,arubino
アルプス,あるぷす,アルプス,arupusu,arupusu,arupusu
アルペンスキー,あるぺんすきー,アルペンスキー,arupensukii,arupensukii,arupensukii
アルマジロ,あるまじろ,アルマジロ,arumajiro,arumaziro,arumajiro
アルミ,あるみ,アルミ,arumi,arumi,arumi
アルミナ,あるみな,アルミナ,arumina,arumina,arumina
アルミニウム,あるみにうむ,アルミニウム,aruminiumu,aruminiumu,aruminiumu
あれ,あれ,アレ,are,are,are
亜鈴,あれい,アレイ,arei,arei,arei
唖鈴,あれい,アレイ,arei,arei,arei
アレーン,あれーん,アレーン,areen,areen,areen
彼此,ひし,ヒシ,hishi,hisi,hishi
あれた,あれた,アレタ,areta,areta,areta
あれち,あれち,アレチ,arechi,areti,arechi
荒地,あれち,アレチ,arechi,areti,arechi
アレルギー,あれるぎー,アレルギー,arerugii,arerugii,arerugii
アレンジ,あれんじ,アレンジ,arenji,arenzi,arenji
アレンジャー,あれんじゃー,アレンジャー,arenjaa,arenjaa,arenjaa
アロサウルス,あろさうるす,アロサウルス,arosaurusu,arosaurusu,arosaurusu
アロハ,あろは,アロハ,aroha,aroha,aroha
アロマ,あろま,アロマ,aroma,aroma,aroma
アロマテラピー,あろまてらぴー,アロマテラピー,aromaterapii,aromaterapii,aromaterapii
あわ,あわ,アワ,awa,awa,awa
アワ,あわ,アワ,awa,awa,awa
あわい,あわい,アワイ,awai,awai,awai
あわおどり,あわおどり,アワオドリ,awaodori,awaodori,awaodori
あわせ,あわせ,アワセ,awase,awase,awase
あわだま,あわだま,アワダマ,awadama,awadama,awadama
あわび,あわび,アワビ,awabi,awabi,awabi
あわふきむし,あわふきむし,アワフキムシ,awafukimushi,awafukimusi,awafukimushi
あわもり,あわもり,アワモリ,awamori,awamori,awamori
あわゆき,あわゆき,アワユキ,awayuki,awayuki,awayuki
あわれ,あわれ,アワレ,aware,aware,aware
あわれみ,あわれみ,アワレミ,awaremi,awaremi,awaremi
安,あん,アン,an,an,an
案,あん,アン,an,an,an
餡,あん,アン,an,an,an
安慰,あんい,アンイ,an'i,an'i,ani
安易,あんい,アンイ,an'i,an'i,ani
安逸,あんいつ,アンイツ,an'itsu,an'itu,anitsu
アンインストール,あんいんすとーる,アンインストール,an'insutooru,an'insutooru,aninsutooru
暗雲,あんうん,アンウン,an'un,an'un,anun
暗影,あんえい,アンエイ,an'ei,an'ei,anei
安価,あんか,アンカ,anka,anka,anka
案下,あんか,アンカ,anka,anka,anka
行火,あんか,アンカ,anka,anka,anka
安臥,あんが,アンガ,anga,anga,anga
アンカー,あんかー,アンカー,ankaa,ankaa,ankaa
案外,あんがい,アンガイ,angai,angai,angai
安閑,あんかん,アンカン,ankan,ankan,ankan
安危,あんき,アンキ,anki,anki,anki
暗記,あんき,アンキ,anki,anki,anki
暗鬼,あんき,アンキ,anki,anki,anki
諳記,あんき,アンキ,anki,anki,anki
行脚,あんぎゃ,アンギャ,angya,angya,angya
暗渠,あんきょ,アンキョ,ankyo,ankyo,ankyo
暗愚,あんぐ,アング,angu,angu,angu
アングロサクソン,あんぐろさくそん,アングロサクソン,angurosakuson,angurosakuson,angurosakuson
暗君,あんくん,アンクン,ankun,ankun,ankun
アンケート,あんけーと,アンケート,ankeeto,ankeeto,ankeeto
案件,あんけん,アンケン,anken,anken,anken
安居,あんきょ,アンキョ,ankyo,ankyo,ankyo
安康,あんこう,アンコウ,ankou,ankou,anko
鮟鱇,あんこう,アンコウ,ankou,ankou,anko
庵号,あんごう,アンゴウ,angou,angou,angou
暗号,あんごう,アンゴウ,angou,angou,angou
暗合,あんごう,アンゴウ,angou,angou,angou
暗号化,あんごうか,アンゴウカ,angouka,angouka,angouka
暗号文,あんごうぶん,アンゴウブン,angoubun,angoubun,angoubun
安国,あんこく,アンコク,ankoku,ankoku,ankoku
暗黒,あんこく,アンコク,ankoku,ankoku,ankoku
闇黒,あんこく,アンコク,ankoku,ankoku,ankoku
暗黒街,あんこくがい,アンコクガイ,ankokugai,ankokugai,ankokugai
暗殺,あんさつ,アンサツ,ansatsu,ansatu,ansatsu
安産,あんざん,アンザン,anzan,anzan,anzan
暗算,あんざん,アンザン,anzan,anzan,anzan
安山岩,あんざんがん,アンザンガン,anzangan,anzangan,anzangan
案山子,かかし,カカシ,kakashi,kakasi,kakashi
暗視,あんし,アンシ,anshi,ansi,anshi
按司,あじ,アジ,aji,azi,aji
暗示,あんじ,アンジ,anji,anzi,anji
アンジェリク,あんじぇりく,アンジェリク,anjieriku,anzieriku,anjieriku
暗室,あんしつ,アンシツ,anshitsu,ansitu,anshitsu
庵室,あんしつ,アンシツ,anshitsu,ansitu,anshitsu
暗弱,あんじゃく,アンジャク,anjaku,anjaku,anjaku
安住,あんじゅう,アンジュウ,anjuu,anjuu,anjuu
案出,あんしゅつ,アンシュツ,anshutsu,ansyutu,anshutsu
暗唱,あんしょう,アンショウ,anshou,ansyou,anshou
暗礁,あんしょう,アンショウ,anshou,ansyou,anshou
暗証,あんしょう,アンショウ,anshou,ansyou,anshou
暗誦,あんしょう,アンショウ,anshou,ansyou,anshou
諳誦,あんしょう,アンショウ,anshou,ansyou,anshou
暗証番号,あんしょうばんごう,アンショウバンゴウ,anshoubangou,ansyoubangou,anshoubangou
安心,あんしん,アンシン,anshin,ansin,anshin
按針,あんじん,アンジン,anjin,anzin,anjin
アンズ,あんず,アンズ,anzu,anzu,anzu
杏子,きょうこ,キョウコ,kyouko,kyouko,kyouko
安静,あんせい,アンセイ,ansei,ansei,ansei
暗線,あんせん,アンセン,ansen,ansen,ansen
安全,あんぜん,アンゼン,anzen,anzen,anzen
暗然,あんぜん,アンゼン,anzen,anzen,anzen
安全性,あんぜんせい,アンゼンセイ,anzensei,anzensei,anzensei
安全第一,あんぜんだいいち,アンゼンダイイチ,anzendaiichi,anzendaiiti,anzendaiichi
安全地帯,あんぜんちたい,アンゼンチタイ,anzenchitai,anzentitai,anzenchitai
安全牌,あんぜんぱい,アンゼンパイ,anzenpai,anzenpai,anzempai
安全率,あんぜんりつ,アンゼンリツ,anzenritsu,anzenritu,anzenritsu
安息,あんそく,アンソク,ansoku,ansoku,ansoku
安息香酸,あんそくこうさん,アンソクコウサン,ansokukousan,ansokukousan,ansokukosan
安息日,あんそくび,アンソクビ,ansokubi,ansokubi,ansokubi
あんだ,あんだ,アンダ,anda,anda,anda
安打,あんだ,アンダ,anda,anda,anda
アンダースカート,あんだーすかーと,アンダースカート,andaasukaato,andaasukaato,andaasukaato
アンダーライン,あんだーらいん,アンダーライン,andaarain,andaarain,andaarain
あんたい,あんたい,アンタイ,antai,antai,antai
安泰,あんたい,アンタイ,antai,antai,antai
安宅,あんたく,アンタク,antaku,antaku,antaku
アンタッチャブル,あんたっちゃぶる,アンタッチャブル,antatchaburu,antattyaburu,antatchaburu
あんだら,あんだら,アンダラ,andara,andara,andara
暗澹,あんたん,アンタン,antan,antan,antan
アンチ,あんち,アンチ,anchi,anti,anchi
安置,あんち,アンチ,anchi,anti,anchi
アンチエイジング,あんちえいじんぐ,アンチエイジング,anchieijingu,antieizingu,anchieijingu
アンチクライマックス,あんちくらいまっくす,アンチクライマックス,anchikuraimakkusu,antikuraimakkusu,anchikuraimakkusu
アンチモン,あんちもん,アンチモン,anchimon,antimon,anchimon
安着,あんちゃく,アンチャク,anchaku,antyaku,anchaku
暗中,あんちゅう,アンチュウ,anchuu,antyuu,anchu
暗中模索,あんちゅうもさく,アンチュウモサク,anchuumosaku,antyuumosaku,anchumosaku
安直,あんちょく,アンチョク,anchoku,antyoku,anchoku
安定,あんてい,アンテイ,antei,antei,antei
アンテナ,あんてな,アンテナ,antena,antena,antena
暗転,あんてん,アンテン,anten,anten,anten
あんど,あんど,アンド,ando,ando,ando
アンド,あんど,アンド,ando,ando,ando
安堵,あんど,アンド,ando,ando,ando
アントニム,あんとにむ,アントニム,antonimu,antonimu,antonimu
行灯,あんどん,アンドン,andon,andon,andon
行燈,あんどん,アンドン,andon,andon,andon
案内,あんない,アンナイ,annai,annai,annai
案内書,あんないしょ,アンナイショ,annaisho,annaisyo,annaisho
案内状,あんないじょう,アンナイジョウ,annaijou,annaijou,annaijou
アンニュイ,あんにゅい,アンニュイ,annyui,annyui,annyui
安養,あんよう,アンヨウ,anyou,anyou,anyou
安寧,あんねい,アンネイ,annei,annei,annei
安穏,あんのん,アンノン,annon,annon,annon
按排,あんばい,アンバイ,anbai,anbai,ambai
按配,あんばい,アンバイ,anbai,anbai,ambai
案配,あんばい,アンバイ,anbai,anbai,ambai
塩梅,あんばい,アンバイ,anbai,anbai,ambai
アンパサンド,あんぱさんど,アンパサンド,anpasando,anpasando,ampasando
アンバランス,あんばらんす,アンバランス,anbaransu,anbaransu,ambaransu
安否,あんぴ,アンピ,anpi,anpi,ampi
アンビバレント,あんびばれんと,アンビバレント,anbibarento,anbibarento,ambibarento
暗部,あんぶ,アンブ,anbu,anbu,ambu
鞍部,あんぶ,アンブ,anbu,anbu,ambu
アンプ,あんぷ,アンプ,anpu,anpu,ampu
按腹,あんぷく,アンプク,anpuku,anpuku,ampuku
アンプル,あんぷる,アンプル,anpuru,anpuru,ampuru
按分,あんぶん,アンブン,anbun,anbun,ambun
案分,あんぶん,アンブン,anbun,anbun,ambun
案文,あんぶん,アンブン,anbun,anbun,ambun
安保,あんぽ,アンポ,anpo,anpo,ampo
安保理,あんぽり,アンポリ,anpori,anpori,ampori
あんぽんたん,あんぽんたん,アンポンタン,anpontan,anpontan,ampontan
按摩,あんま,アンマ,anma,anma,amma
暗幕,あんまく,アンマク,anmaku,anmaku,ammaku
あんみつ,あんみつ,アンミツ,anmitsu,anmitu,ammitsu
餡蜜,あんみつ,アンミツ,anmitsu,anmitu,ammitsu
安眠,あんみん,アンミン,anmin,anmin,ammin
暗黙,あんもく,アンモク,anmoku,anmoku,ammoku
アンモナイト,あんもないと,アンモナイト,anmonaito,anmonaito,ammonaito
アンモニア,あんもにあ,アンモニア,anmonia,anmonia,ammonia
暗夜,あんや,アンヤ,anya,anya,anya
闇夜,やみよ,ヤミヨ,yamiyo,yamiyo,yamiyo
暗躍,あんやく,アンヤク,anyaku,anyaku,anyaku
暗喩,あんゆ,アンユ,anyu,anyu,anyu
あんよ,あんよ,アンヨ,anyo,anyo,anyo
安楽,あんらく,アンラク,anraku,anraku,anraku
安楽死,あんらくし,アンラクシ,anrakushi,anrakusi,anrakushi
暗流,あんりゅう,アンリュウ,anryuu,anryuu,anryuu
暗涙,あんるい,アンルイ,anrui,anrui,anrui
い,い,イ,i,i,i
井,い,イ,i,i,i
威,い,イ,i,i,i
尉,い,イ,i,i,i
居,きょ,キョ,kyo,kyo,kyo
意,い,イ,i,i,i
易,えき,エキ,eki,eki,eki
異,い,イ,i,i,i
移,い,イ,i,i,i
胃,い,イ,i,i,i
亥,い,イ,i,i,i
いあい,いあい,イアイ,iai,iai,iai
帷幄,いあく,イアク,iaku,iaku,iaku
いあつ,いあつ,イアツ,iatsu,iatu,iatsu
威圧,いあつ,イアツ,iatsu,iatu,iatsu
慰安,いあん,イアン,ian,ian,ian
慰安婦,いあんふ,イアンフ,ianfu,ianfu,ianfu
いい,いい,イイ,ii,ii,ii
逶迤,いい,イイ,ii,ii,ii
遺意,いい,イイ,ii,ii,ii
いいあらそい,いいあらそい,イイアラソイ,iiarasoi,iiarasoi,iiarasoi
いいがかり,いいがかり,イイガカリ,iigakari,iigakari,iigakari
いいかた,いいかた,イイカタ,iikata,iikata,iikata
いいぐさ,いいぐさ,イイグサ,iigusa,iigusa,iigusa
イージーゴーイング,いーじーごーいんぐ,イージーゴーイング,iijiigooingu,iiziigooingu,iijiigooingu
イージーマーク,いーじーまーく,イージーマーク,iijiimaaku,iiziimaaku,iijiimaaku
イージーミス,いーじーみす,イージーミス,iijiimisu,iiziimisu,iijiimisu
いいずな,いいずな,イイズナ,iizuna,iizuna,iizuna
イイズナ,いいずな,イイズナ,iizuna,iizuna,iizuna
イーゼル,いーぜる,イーゼル,iizeru,iizeru,iizeru
いいだこ,いいだこ,イイダコ,iidako,iidako,iidako
いいつけ,いいつけ,イイツケ,iitsuke,iituke,iitsuke
いいつたえ,いいつたえ,イイツタエ,iitsutae,iitutae,iitsutae
ETC,ETC,ETC,ETC,ETC,ETC
イード,いーど,イード,iido,iido,iido
イードゥース,いーどぅーす,イードゥース,iidouusu,iidouusu,iidouusu
いいなずけ,いいなずけ,イイナズケ,iinazuke,iinazuke,iinazuke
いいならわし,いいならわし,イイナラワシ,iinarawashi,iinarawasi,iinarawashi
いいね,いいね,イイネ,iine,iine,iine
いいのがれ,いいのがれ,イイノガレ,iinogare,iinogare,iinogare
いいびつ,いいびつ,イイビツ,iibitsu,iibitu,iibitsu
いいひらき,いいひらき,イイヒラキ,iihiraki,iihiraki,iihiraki
いいぶん,いいぶん,イイブン,iibun,iibun,iibun
いいまわし,いいまわし,イイマワシ,iimawashi,iimawasi,iimawashi
いいわけ,いいわけ,イイワケ,iiwake,iiwake,iiwake
一万,いちまん,イチマン,ichiman,itiman,ichiman
医員,いいん,イイン,iin,iin,iin
医院,いいん,イイン,iin,iin,iin
委員,いいん,イイン,iin,iin,iin
委員会,いいんかい,イインカイ,iinkai,iinkai,iinkai
委員長,いいんちょう,イインチョウ,iinchou,iintyou,iincho
イヴェント,いゔぇんと,イヴェント,ivento,ivento,ibento
いえ,いえ,イエ,ie,ie,ie
家,いえ,イエ,ie,ie,ie
遺影,いえい,イエイ,iei,iei,iei
いえいぬ,いえいぬ,イエイヌ,ieinu,ieinu,ieinu
イエイヌ,いえいぬ,イエイヌ,ieinu,ieinu,ieinu
いえうさぎ,いえうさぎ,イエウサギ,ieusagi,ieusagi,ieusagi
いえがら,いえがら,イエガラ,iegara,iegara,iegara
胃液,いえき,イエキ,ieki,ieki,ieki
いえくら,いえくら,イエクラ,iekura,iekura,iekura
いえじ,いえじ,イエジ,ieji,iezi,ieji
いえじるし,いえじるし,イエジルシ,iejirushi,iezirusi,iejirushi
イエス,いえす,イエス,iesu,iesu,iesu
いえすずめ,いえすずめ,イエスズメ,iesuzume,iesuzume,iesuzume
怡悦,いえつ,イエツ,ietsu,ietu,ietsu
いえで,いえで,イエデ,iede,iede,iede
いえなみ,いえなみ,イエナミ,ienami,ienami,ienami
いえぬし,いえぬし,イエヌシ,ienushi,ienusi,ienushi
いえねこ,いえねこ,イエネコ,ieneko,ieneko,ieneko
イエネコ,いえねこ,イエネコ,ieneko,ieneko,ieneko
いえねずみ,いえねずみ,イエネズミ,ienezumi,ienezumi,ienezumi
いえばと,いえばと,イエバト,iebato,iebato,iebato
いえもと,いえもと,イエモト,iemoto,iemoto,iemoto
いえやしき,いえやしき,イエヤシキ,ieyashiki,ieyasiki,ieyashiki
イエロー,いえろー,イエロー,ieroo,ieroo,ieroo
イエローカード,いえろーかーど,イエローカード,ierookaado,ierookaado,ierookaado
イエローケーキ,いえろーけーき,イエローケーキ,ierookeeki,ierookeeki,ierookeeki
以遠,いえん,イエン,ien,ien,ien
胃炎,いえん,イエン,ien,ien,ien
いおう,いおう,イオウ,iou,iou,io
以往,いおう,イオウ,iou,iou,io
医王,いおう,イオウ,iou,iou,io
硫黄,いおう,イオウ,iou,iou,io
いおり,いおり,イオリ,iori,iori,iori
庵点,いおりてん,イオリテン,ioriten,ioriten,ioriten
イオン,いおん,イオン,ion,ion,ion
異音,いおん,イオン,ion,ion,ion
いか,いか,イカ,ika,ika,ika
イカ,いか,イカ,ika,ika,ika
以下,いか,イカ,ika,ika,ika
医家,いか,イカ,ika,ika,ika
医科,いか,イカ,ika,ika,ika
異化,いか,イカ,ika,ika,ika
いが,いが,イガ,iga,iga,iga
衣蛾,いが,イガ,iga,iga,iga
いかい,いかい,イカイ,ikai,ikai,ikai
異界,いかい,イカイ,ikai,ikai,ikai
遺戒,いかい,イカイ,ikai,ikai,ikai
遺誡,いかい,イカイ,ikai,ikai,ikai
イガイ,いがい,イガイ,igai,igai,igai
以外,いがい,イガイ,igai,igai,igai
意外,いがい,イガイ,igai,igai,igai
貽貝,いがい,イガイ,igai,igai,igai
遺骸,いがい,イガイ,igai,igai,igai
位階,いかい,イカイ,ikai,ikai,ikai
胃潰瘍,いかいよう,イカイヨウ,ikaiyou,ikaiyou,ikaiyou
位格,いかく,イカク,ikaku,ikaku,ikaku
威嚇,いかく,イカク,ikaku,ikaku,ikaku
異客,いきゃく,イキャク,ikyaku,ikyaku,ikyaku
医学,いがく,イガク,igaku,igaku,igaku
異学,いがく,イガク,igaku,igaku,igaku
医学者,いがくしゃ,イガクシャ,igakusha,igakusya,igakusha
いがぐり,いがぐり,イガグリ,igaguri,igaguri,igaguri
いがぐりあたま,いがぐりあたま,イガグリアタマ,igaguriatama,igaguriatama,igaguriatama
いかさま,いかさま,イカサマ,ikasama,ikasama,ikasama
イカサマ,いかさま,イカサマ,ikasama,ikasama,ikasama
いかずち,いかずち,イカズチ,ikazuchi,ikazuti,ikazuchi
いかすみ,いかすみ,イカスミ,ikasumi,ikasumi,ikasumi
いかだ,いかだ,イカダ,ikada,ikada,ikada
いがた,いがた,イガタ,igata,igata,igata
いかなご,いかなご,イカナゴ,ikanago,ikanago,ikanago
いかほど,いかほど,イカホド,ikahodo,ikahodo,ikahodo
いがみ,いがみ,イガミ,igami,igami,igami
いかり,いかり,イカリ,ikari,ikari,ikari
いかりがた,いかりがた,イカリガタ,ikarigata,ikarigata,ikarigata
いかる,いかる,イカル,ikaru,ikaru,ikaru
いかれぽんち,いかれぽんち,イカレポンチ,ikareponchi,ikareponti,ikareponchi
いかん,いかん,イカン,ikan,ikan,ikan
