orig,hira,vowel
牽制,けんせい,enei
原生,げんせい,enei
減税,げんぜい,enei
譴責,けんせき,enei
兼摂,けんせつ,eneu
建設,けんせつ,eneu
懸絶,けんぜつ,eneu
言説,げんせつ,eneu
厳選,げんせん,enen
減船,げんせん,enen
現前,げんぜん,enen
献饌,けんせん,enen
源泉徴収,げんせんちょうしゅう,enenouuu
険阻,けんそ,eno
建造,けんぞう,enou
幻想,げんそう,enou
現送,げんそう,enou
現像,げんぞう,enou
検測,けんそく,enou
験測,けんそく,enou
減速,げんそく,enou
還俗,げんぞく,enou
謙遜,けんそん,enon
減損,げんそん,enon
現存,げんぞん,enon
倦怠,けんたい,enai
兼帯,けんたい,enai
献体,けんたい,enai
減退,げんたい,enai
検痰,けんたん,enan
検断,けんだん,enan
減反,げんたん,enan
検地,けんち,eni
検知,けんち,eni
軒輊,けんち,eni
建築,けんちく,eniu
検定,けんてい,enei
限定,げんてい,enei
減点,げんてん,enen
喧伝,けんでん,enen
健闘,けんとう,enou
検討,けんとう,enou
献灯,けんとう,enou
見当違い,けんとうちがい,enouiai
検尿,けんにょう,ennou
兼任,けんにん,ennin
堅忍,けんにん,ennin
検認,けんにん,ennin
現認,げんにん,ennin
検納,けんのう,ennou
献納,けんのう,ennou
検波,けんぱ,ena
献杯,けんぱい,enai
献盃,けんぱい,enai
建白,けんぱく,enau
兼備,けんび,eni
検品,けんぴん,enin
剣舞,けんぶ,enu
元服,げんぷく,enuu
見仏,けんぶつ,enuu
見物,けんぶつ,enuu
検分,けんぶん,enun
見聞,けんぶん,enun
検便,けんべん,enen
研磨,けんま,ena
兼務,けんむ,enu
言明,げんめい,enei
幻滅,げんめつ,eneu
減免,げんめん,enen
検問,けんもん,enon
倹約,けんやく,enau
兼有,けんゆう,enuu
現有,げんゆう,enuu
兼用,けんよう,enou
顕揚,けんよう,enou
謙抑,けんよく,enou
減量,げんりょう,enou
眷恋,けんれん,enen
顕露,けんろ,eno
幻惑,げんわく,enau
眩惑,げんわく,enau
伍,ご,o
こいわずらい,こいわずらい,oiauai
誤飲,ごいん,oin
降圧,こうあつ,ouau
考案,こうあん,ouan
攻囲,こうい,oui
更衣,こうい,oui
校異,こうい,oui
合意,ごうい,oui
合一,ごういつ,ouiu
勾引,こういん,ouin
拘引,こういん,ouin
荒淫,こういん,ouin
降雨,こうう,ouu
後衛,こうえい,ouei
交易,こうえき,ouei
校閲,こうえつ,oueu
公演,こうえん,ouen
口演,こうえん,ouen
好演,こうえん,ouen
後援,こうえん,ouen
講演,こうえん,ouen
好悪,こうお,ouo
構架,こうか,oua
硬化,こうか,oua
考課,こうか,oua
耕稼,こうか,oua
降下,こうか,oua
降嫁,こうか,oua
高歌,こうか,oua
交会,こうかい,ouai
公開,こうかい,ouai
叩解,こうかい,ouai
後会,こうかい,ouai
後悔,こうかい,ouai
更改,こうかい,ouai
航海,こうかい,ouai
講解,こうかい,ouai
降海,こうかい,ouai
降灰,こうかい,ouai
口外,こうがい,ouai
慷慨,こうがい,ouai
考覈,こうかく,ouau
降格,こうかく,ouau
向学,こうがく,ouau
好学,こうがく,ouau
講学,こうがく,ouau
合格,ごうかく,ouau
交換,こうかん,ouan
交歓,こうかん,ouan
交驩,こうかん,ouan
公刊,こうかん,ouan
構陥,こうかん,ouan
合歓,ごうかん,ouan
強姦,ごうかん,ouan
後記,こうき,oui
興起,こうき,oui
降旗,こうき,oui
公議,こうぎ,oui
厚誼,こうぎ,oui
後戯,こうぎ,oui
抗議,こうぎ,oui
講義,こうぎ,oui
合議,ごうぎ,oui
考究,こうきゅう,ouuu
講究,こうきゅう,ouuu
購求,こうきゅう,ouuu
降給,こうきゅう,ouuu
号泣,ごうきゅう,ouuu
公許,こうきょ,ouo
抗拒,こうきょ,ouo
貢挙,こうきょ,ouo
薨去,こうきょ,ouo
興行,こうぎょう,ouou
拘禁,こうきん,ouin
行吟,こうぎん,ouin
高吟,こうぎん,ouin
合金,ごうきん,ouin
合区,ごうく,ouu
厚遇,こうぐう,ouuu
後屈,こうくつ,ouuu
行軍,こうぐん,ouun
後継,こうけい,ouei
合計,ごうけい,ouei
攻撃,こうげき,ouei
後見,こうけん,ouen
貢献,こうけん,ouen
高見,たかみ,aai
公言,こうげん,ouen
高言,こうげん,ouen
公行,きみゆき,iiui
孝行,こうこう,ouou
後攻,こうこう,ouou
航行,こうこう,ouou
交合,こうごう,ouou
咬合,こうごう,ouou
公告,こうこく,ouou
広告,こうこく,ouou
抗告,こうこく,ouou
交叉,こうさ,oua
交差,こうさ,oua
考査,こうさ,oua
交際,こうさい,ouai
交錯,こうさく,ouau
工作,こうさく,ouau
耕作,こうさく,ouau
絞殺,こうさつ,ouau
考察,こうさつ,ouau
交雑,こうざつ,ouau
降参,こうさん,ouan
嚆矢,こうし,oui
更始,こうし,oui
行使,こうし,oui
公示,こうじ,oui
勘事,かんじ,ani
工事,こうじ,oui
合資,ごうし,oui
合字,ごうじ,oui
降車,こうしゃ,oua
講釈,こうしゃく,ouau
絞首,こうしゅ,ouu
耕種,こうしゅ,ouu
公述,こうじゅつ,ouuu
口述,こうじゅつ,ouuu
講述,こうじゅつ,ouuu
口書,くちがき,uiai
校書,きょうしょ,ouo
講書,こうしょ,ouo
扣除,こうじょ,ouo
控除,こうじょ,ouo
交渉,こうしょう,ouou
公称,こうしょう,ouou
公証,こうしょう,ouou
口承,こうしょう,ouou
口誦,こうしょう,ouou
哄笑,こうしょう,ouou
好尚,こうしょう,ouou
考証,こうしょう,ouou
行賞,こうしょう,ouou
高唱,こうしょう,ouou
向上,こうじょう,ouou
交信,こうしん,ouin
後進,こうしん,ouin
昂進,こうしん,ouin
更新,こうしん,ouin
行進,こうしん,ouin
貢進,こうしん,ouin
亢進,こうしん,ouin
高進,こうしん,ouin
降水,こうすい,ouui
更正,こうせい,ouei
校正,こうせい,ouei
構成,こうせい,ouei
薨逝,こうせい,ouei
較正,こうせい,ouei
鋼製,こうせい,ouei
降生,こうせい,ouei
合成,ごうせい,ouei
更生,こうせい,ouei
交接,こうせつ,oueu
降雪,こうせつ,oueu
抗戦,こうせん,ouen
控訴,こうそ,ouo
強訴,ごうそ,ouo
厚葬,こうそう,ouou
好走,こうそう,ouou
後奏,こうそう,ouou
後送,こうそう,ouou
抗争,こうそう,ouou
構想,こうそう,ouou
航走,こうそう,ouou
航送,こうそう,ouou
行装,こうそう,ouou
降霜,こうそう,ouou
構造,こうぞう,ouou
行蔵,こうぞう,ouou
拘束,こうそく,ouou
後続,こうぞく,ouou
交代,こうたい,ouai
交替,こうたい,ouai
後退,こうたい,ouai
黄濁,こうだく,ouau
強奪,ごうだつ,ouau
降誕,こうたん,ouan
降壇,こうだん,ouan
拘置,こうち,oui
構築,こうちく,ouiu
膠着,こうちゃく,ouau
降着,こうちゃく,ouau
校注,こうちゅう,ouuu
校註,こうちゅう,ouuu
公聴,こうちょう,ouou
広聴,こうちょう,ouou
皇張,こうちょう,ouou
高潮,たかしお,aaio
高調,こうちょう,ouou
紅潮,こうちょう,ouou
硬直,こうちょく,ouou
交通渋滞,こうつうじゅうたい,ouuuuuai
更訂,こうてい,ouei
校定,こうてい,ouei
校訂,こうてい,ouei
肯定,こうてい,ouei
高低,こうてい,ouei
拘泥,こうでい,ouei
更迭,こうてつ,oueu
公転,こうてん,ouen
好転,こうてん,ouen
後転,こうてん,ouen
叩頭,こうとう,ouou
好投,こうとう,ouou
昂騰,こうとう,ouou
降等,こうとう,ouou
高騰,こうとう,ouou
行動,こうどう,ouou
合同,ごうどう,ouou
購読,こうどく,ouou
購入,こうにゅう,ounuu
公認,こうにん,ounin
降任,こうにん,ounin
後納,こうのう,ounou
交配,こうはい,ouai
荒廃,こうはい,ouai
購買,こうばい,ouai
公売,こうばい,ouai
後発,こうはつ,ouau
攻伐,こうばつ,ouau
公判,こうはん,ouan
交番,こうばん,ouan
降板,こうばん,ouan
合判,あいはん,aian
交尾,こうび,oui
合筆,がっぴつ,aiu
公表,こうひょう,ouou
公評,こうひょう,ouou
講評,こうひょう,ouou
交付,こうふ,ouu
公布,こうふ,ouu
広布,こうふ,ouu
広敷,ひろしき,ioii
貢賦,こうふ,ouu
荒蕪,こうぶ,ouu
講武,こうぶ,ouu
降伏,こうふく,ouuu
降服,こうふく,ouuu
貢物,くもつ,uou
亢奮,こうふん,ouun
公憤,こうふん,ouun
昂奮,こうふん,ouun
興奮,こうふん,ouun
行文,こうぶん,ouun
抗弁,こうべん,ouen
合弁,ごうべん,ouen
好捕,こうほ,ouo
行歩,こうほ,ouo
公募,こうぼ,ouo
攻防,こうぼう,ouou
興亡,こうぼう,ouou
荒亡,こうぼう,ouou
功名,こうみょう,ouou
拷問,ごうもん,ouon
絞扼,こうやく,ouau
合薬,ごうやく,ouau
交遊,こうゆう,ouuu
公有,こうゆう,ouuu
豪遊,ごうゆう,ouuu
昂揚,こうよう,ouou
紅葉,こうよう,ouou
黄葉,こうよう,ouou
攻落,こうらく,ouau
後略,こうりゃく,ouau
攻略,こうりゃく,ouau
劫掠,ごうりゃく,ouau
劫略,ごうりゃく,ouau
交流,こうりゅう,ouuu
後流,こうりゅう,ouuu
拘留,こうりゅう,ouuu
興隆,こうりゅう,ouuu
合流,ごうりゅう,ouuu
考慮,こうりょ,ouo
行旅,こうりょ,ouo
公領,こうりょう,ouou
校了,こうりょう,ouou
考量,こうりょう,ouou
衡量,こうりょう,ouou
光臨,こうりん,ouin
降臨,こうりん,ouin
号令,ごうれい,ouei
公論,こうろん,ouon
口論,こうろん,ouon
抗論,こうろん,ouon
硬論,こうろん,ouon
高論,こうろん,ouon
講和,こうわ,oua
講話,こうわ,oua
護衛,ごえい,oei
誤嚥,ごえん,oen
呼応,こおう,oou
コーディネート,こーでぃねーと,ooineeo
コーラス,こーらす,ooau
コール,こーる,oou
ゴール,ごーる,oou
糊化,こか,oa
誤解,ごかい,oai
枯渇,こかつ,oau
涸渇,こかつ,oau
御感,ぎょかん,oan
護岸,ごがん,oan
狐疑,こぎ,oi
誤記,ごき,oi
呼吸,こきゅう,ouu
酷使,こくし,oui
刻字,こくじ,oui
告示,こくじ,oui
酷似,こくじ,oui
獄死,ごくし,oui
告訴,こくそ,ouo
告知,こくち,oui
告白,こくはく,ouau
告発,こくはつ,ouau
酷評,こくひょう,ouou
克復,こくふく,ouuu
克服,こくふく,ouuu
告別,こくべつ,oueu
国民投票,こくみんとうひょう,ouinouou
国訳,こくやく,ouau
告諭,こくゆ,ouu
国有,こくゆう,ouuu
国有化,こくゆうか,ouuua
互恵,ごけい,oei
固結,こけつ,oeu
呼号,こごう,oou
こごえじに,こごえじに,ooeini
こころ,こころ,ooo
こころくばり,こころくばり,ooouai
こころづけ,こころづけ,oooue
こころまち,こころまち,oooai
胡坐,あぐら,aua
胡座,あぐら,aua
故殺,こさつ,oau
午餐,ごさん,oan
誤算,ごさん,oan
枯死,こし,oi
虎視,こし,oi
固持,こじ,oi
固辞,こじ,oi
誇示,こじ,oi
互市,ごし,oi
護持,ごじ,oi
乞食,こじき,oii
こじつけ,こじつけ,oiue
誤射,ごしゃ,oa
語釈,ごしゃく,oau
固守,こしゅ,ou
呼集,こしゅう,ouu
固執,こしつ,oiu
扈従,こじゅう,ouu
互助,ごじょ,oo
古称,こしょう,oou
呼称,こしょう,oou
故障,こしょう,oou
虎嘯,こしょう,oou
誇称,こしょう,oou
互譲,ごじょう,oou
個食,こしょく,oou
孤食,こしょく,oou
誤信,ごしん,oin
護身,ごしん,oin
鼓吹,こすい,oui
午睡,ごすい,oui
孤絶,こぜつ,oeu
枯燥,こそう,oou
枯草,かれくさ,aeua
故造,こぞう,oou
誤想,ごそう,oou
護送,ごそう,oou
ごたごた,ごたごた,oaoa
誤脱,ごだつ,oau
固着,こちゃく,oau
誇張,こちょう,oou
鼓腸,こちょう,oou
克己,かつき,aui
哭泣,こっきゅう,ouu
刻苦,こっく,ou
兀坐,こつざ,oua
固定,こてい,oei
糊塗,こと,oo
鼓動,こどう,oou
誤答,ごとう,oou
蠱毒,こどく,oou
誤読,ごどく,oou
ことづけ,ことづけ,ooue
ことづて,ことづて,ooue
誤認,ごにん,onin
誤爆,ごばく,oau
コピー,こぴー,oii
コピペ,こぴぺ,oie
鼓舞,こぶ,ou
誤報,ごほう,oou
ごまかし,ごまかし,oaai
こまどり,こまどり,oaoi
コミットメント,こみっとめんと,oioeno
コミュニケーション,こみゅにけーしょん,ounieeon
呼名,よびな,oina
コメント,こめんと,oeno
コメントアウト,こめんとあうと,oenoauo
誤訳,ごやく,oau
固有,こゆう,ouu
雇傭,こよう,oou
雇用,こよう,oou
誤用,ごよう,oou
御用納め,ごようおさめ,oouoae
御用始め,ごようはじめ,oouaie
こより,こより,ooi
コラボ,こらぼ,oao
コラボレーション,こらぼれーしょん,oaoeeon
ごりおし,ごりおし,oioi
孤立,こりつ,oiu
顧慮,こりょ,oo
婚姻,こんいん,onin
懇願,こんがん,onan
困窮,こんきゅう,onuu
勤行,ごんぎょう,onou
困苦,こんく,onu
欣求,ごんぐ,onu
混交,こんこう,onou
混淆,こんこう,onou
混合,こんごう,onou
コンサート,こんさーと,onaao
混載,こんさい,onai
混在,こんざい,onai
混作,こんさく,onau
混雑,こんざつ,onau
根治,こんじ,oni
混晶,こんしょう,onou
混焼,こんしょう,onou
混織,こんしょく,onou
混食,こんしょく,onou
懇親,こんしん,onin
混信,こんしん,onin
昏睡,こんすい,onui
昏酔,こんすい,onui
混成,こんせい,onei
混生,こんせい,onei
根絶,こんぜつ,oneu
混戦,こんせん,onen
混線,こんせん,onen
混濁,こんだく,onau
溷濁,こんだく,onau
懇談,こんだん,onan
コンテスト,こんてすと,oneuo
混同,こんどう,onou
こんにちは,こんにちは,onniia
混入,こんにゅう,onnuu
困憊,こんぱい,onai
コンパイル,こんぱいる,onaiu
コンプリート,こんぷりーと,onuiio
混紡,こんぼう,onou
梱包,こんぽう,onou
昏迷,こんめい,onei
混迷,こんめい,onei
懇望,こんぼう,onou
婚約,こんやく,onau
混乱,こんらん,onan
建立,こんりゅう,onuu
婚礼,こんれい,onei
懇話,こんわ,ona
混和,こんわ,ona
困惑,こんわく,onau
在,ざい,ai
在院,ざいいん,aiin
再映,さいえい,aiei
再演,さいえん,aien
再縁,さいえん,aien
再嫁,さいか,aia
採火,さいか,aia
裁可,さいか,aia
載貨,さいか,aia
再開,さいかい,aiai
斎戒,さいかい,aiai
際会,さいかい,aiai
才覚,さいかく,aiau
在学,ざいがく,aiau
再起,さいき,aii
再議,さいぎ,aii
再起動,さいきどう,aiiou
在京,ざいきょう,aiou
在勤,ざいきん,aiin
細工,さいく,aiu
採掘,さいくつ,aiuu
採決,さいけつ,aieu
採血,さいけつ,aieu
裁決,さいけつ,aieu
再建,さいけん,aien
再検,さいけん,aien
再見,さいけん,aien
細見,ほそみ,ooi
再現,さいげん,aien
再校,さいこう,aiou
再考,さいこう,aiou
採光,さいこう,aiou
採鉱,さいこう,aiou
在校,ざいこう,aiou
在郷,ざいきょう,aiou
再興,さいこう,aiou
催告,さいこく,aiou
再婚,さいこん,aion
歳差運動,さいさうんどう,aiaunou
再思,さいし,aii
才子,さいこ,aio
彩色,さいしょく,aiou
在室,ざいしつ,aiiu
採取,さいしゅ,aiu
採種,さいしゅ,aiu
採集,さいしゅう,aiuu
在住,ざいじゅう,aiuu
細書,さいしょ,aio
再使用,さいしよう,aiiou
栽植,さいしょく,aiou
菜食,さいしょく,aiou
再審,さいしん,aiin
採薪,さいしん,aiin
砕心,さいしん,aiin
砕身,さいしん,aiin
再生,さいせい,aiei
再製,さいせい,aiei
済生,さいせい,aiei
済世,さいせい,aiei
在世,ざいせ,aie
再生産,さいせいさん,aieian
採石,さいせき,aiei
砕石,さいせき,aiei
在席,ざいせき,aiei
在籍,ざいせき,aiei
再選,さいせん,aien
催促,さいそく,aiou
妻帯,さいたい,aiai
採択,さいたく,aiau
在宅,ざいたく,aiau
裁断,さいだん,aian
在中,ざいちゅう,aiuu
再訂,さいてい,aiei
裁定,さいてい,aiei
採点,さいてん,aien
済度,さいど,aio
採尿,さいにょう,ainou
再任,さいにん,ainin
再認,さいにん,ainin
在任,ざいにん,ainin
再認識,さいにんしき,aininii
再燃,さいねん,ainen
採納,さいのう,ainou
再拝,さいはい,aiai
栽培,さいばい,aiai
再発,さいはつ,aiau
再発見,さいはっけん,aiaen
再版,さいはん,aian
再犯,さいはん,aian
裁判,さいばん,aian
再販売,さいはんばい,aianai
再評価,さいひょうか,aioua
採譜,さいふ,aiu
在府,ざいふ,aiu
細分,さいぶん,aiun
再編,さいへん,aien
採便,さいべん,aien
採訪,さいほう,aiou
裁縫,さいほう,aiou
西面,にしめん,niien
採用,さいよう,aiou
再来,さいらい,aiai
在留,ざいりゅう,aiuu
再利用,さいりよう,aiiou
裁量,さいりょう,aiou
再臨,さいりん,aiin
催涙,さいるい,aiui
採録,さいろく,aiou
載録,さいろく,aiou
再論,さいろん,aion
細論,さいろん,aion
サイン,さいん,ain
査閲,さえつ,aeu
座学,ざがく,aau
さかだち,さかだち,aaai
さかもり,さかもり,aaoi
さきおくり,さきおくり,aioui
さきがけ,さきがけ,aiae
さきぜめ,さきぜめ,aiee
さきどり,さきどり,aioi
さきばらい,さきばらい,aiaai
作業,さぎょう,aou
作画,さくが,aua
削減,さくげん,auen
錯雑,さくざつ,auau
作詞,さくし,aui
作詩,さくし,aui
搾取,さくしゅ,auu
作出,さくしゅつ,auuu
削除,さくじょ,auo
作図,さくず,auu
作製,さくせい,auei
錯綜,さくそう,auou
策定,さくてい,auei
策動,さくどう,auou
搾乳,さくにゅう,aunuu
作文,さくぶん,auun
冊封,さくほう,auou
昨報,さくほう,auou
策謀,さくぼう,auou
作問,さくもん,auon
搾油,さくゆ,auu
錯乱,さくらん,auan
炸裂,さくれつ,aueu
左傾,さけい,aei
鎖国,さこく,aou
ざこね,ざこね,aone
査察,ささつ,aau
さしおさえ,さしおさえ,aioae
さしき,さしき,aii
指図,さしず,aiu
さしとめ,さしとめ,aioe
さしひき,さしひき,aiii
さしほ,さしほ,aio
詐取,さしゅ,au
査収,さしゅう,auu
叉銃,さじゅう,auu
詐称,さしょう,aou
座礁,ざしょう,aou
挫傷,ざしょう,aou
叉手,さで,ae
左折,させつ,aeu
挫折,ざせつ,aeu
左遷,させん,aen
坐禅,ざぜん,aen
挫創,ざそう,aou
沙汰,さた,aa
座談,ざだん,aan
蹉躓,さち,ai
撮影,さつえい,auei
作歌,さっか,aa
殺害,さつがい,auai
錯覚,さっかく,aau
箚記,さっき,ai
雑記,ざっき,ai
雑居,ざっきょ,ao
作曲,さっきょく,aou
作句,さっく,au
雑交,ざっこう,aou
擦傷,すりきず,uiiu
雑食,ざっしょく,aou
刷新,さっしん,ain
撒水,さんすい,anui
雑談,ざつだん,auan
察知,さっち,ai
殺到,さっとう,aou
雑沓,ざっとう,aou
雑踏,ざっとう,aou
撒布,さんぷ,anu
殺戮,さつりく,auiu
査定,さてい,aei
さとい,さとい,aoi
作動,さどう,aou
さとがえり,さとがえり,aoaei
さとさがり,さとさがり,aoaai
差配,さはい,aai
サブスク,さぶすく,auuu
サブスクリプション,さぶすくりぷしょん,auuuiuon
差別,さべつ,aeu
サポート,さぽーと,aooo
挫滅,ざめつ,aeu
査問,さもん,aon
作用,さよう,aou
さよなら,さよなら,aonaa
さらあらい,さらあらい,aaaai
さるまね,さるまね,auane
散佚,さんいつ,aniu
散逸,さんいつ,aniu
参加,さんか,ana
参稼,さんか,ana
酸化,さんか,ana
参賀,さんが,ana
参会,さんかい,anai
散会,さんかい,anai
散開,さんかい,anai
残害,ざんがい,anai
参画,さんかく,anau
参学,さんがく,anau
参看,さんかん,anan
参観,さんかん,anan
慙愧,ざんき,ani
慚愧,ざんき,ani
産休,さんきゅう,anuu
鑽仰,さんぎょう,anou
残響,ざんきょう,anou
残業,ざんぎょう,anou
参勤,さんきん,anin
参勤交代,さんきんこうたい,aninouai
参宮,さんぐう,anuu
懺悔,ざんげ,ane
散華,さんげ,ane
参詣,さんけい,anei
散見,さんけん,anen
讒言,ざんげん,anen
三顧,さんこ,ano
参向,さんこう,anou
参考,さんこう,anou
山行,さんこう,anou
散光,さんこう,anou
鑚孔,さんこう,anou
鑽孔,さんこう,anou
讒口,ざんこう,anou
散骨,さんこつ,anou
散在,さんざい,anai
散財,さんざい,anai
散策,さんさく,anau
惨殺,ざんさつ,anau
斬殺,ざんさつ,anau
三思,さんし,ani
参仕,さんし,ani
産児,さんじ,ani
讃辞,さんじ,ani
賛辞,さんじ,ani
惨死,ざんし,ani
慙死,ざんし,ani
慚死,ざんし,ani
斬首,きりくび,iiui
参集,さんしゅう,anuu
纂修,さんしゅう,anuu
三重唱,さんじゅうしょう,anuuou
三重奏,さんじゅうそう,anuuou
産出,さんしゅつ,anuu
算出,さんしゅつ,anuu
刪除,さんじょ,ano
芟除,さんじょ,ano
賛助,さんじょ,ano
参照,さんしょう,anou
参上,さんじょう,anou
蚕食,さんしょく,anou
三振,さんしん,anin
参進,さんしん,anin
散水,さんすい,anui
三省,さんせい,anei
賛成,さんせい,anei
参政,さんせい,anei
参席,さんせき,anei
山積,さんせき,anei
参戦,さんせん,anen
参禅,さんぜん,anen
残存,ざんそん,anon
参内,さんだい,anai
散大,さんだい,anai
簒奪,さんだつ,anau
讃嘆,さんたん,anan
賛嘆,さんたん,anan
算段,さんだん,anan
残置,ざんち,ani
算定,さんてい,anei
算当,さんとう,anou
散瞳,さんどう,anou
賛同,さんどう,anou
参入,さんにゅう,annuu
算入,さんにゅう,annuu
三拝,さんぱい,anai
参拝,さんぱい,anai
酸敗,さんぱい,anai
惨敗,ざんぱい,anai
散発,さんぱつ,anau
散髪,さんぱつ,anau
讃美,さんび,ani
賛美,さんび,ani
参府,さんぷ,anu
散布,さんぷ,anu
蚕糞,こくそ,ouo
散歩,さんぽ,ano
参与,さんよ,ano
算用,さんよう,anou
散乱,さんらん,anan
残溜,ざんりゅう,anuu
残留,ざんりゅう,anuu
参列,さんれつ,aneu
参籠,さんろう,anou
纂録,さんろく,anou
死,し,i
しあい,しあい,iai
仕合,しあい,iai
自愛,じあい,iai
指圧,しあつ,iau
思案,しあん,ian
思惟,しい,ii
示威,しい,ii
自慰,じい,ii
飼育,しいく,iiu
シード,しーど,iio
シーリング,しーりんぐ,iiinu
しいれ,しいれ,iie
試飲,しいん,iin
試運転,しうんてん,iunen
自営,じえい,iei
自衛,じえい,iei
使役,しえき,iei
支援,しえん,ien
試演,しえん,ien
自演,じえん,ien
しおあび,しおあび,ioai
しおくり,しおくり,ioui
しおづけ,しおづけ,ioue
しおなり,しおなり,ionai
賜暇,しか,ia
磁化,じか,ia
自壊,じかい,iai
自戒,じかい,iai
自害,じがい,iai
しかえし,しかえし,iaei
自覚,じかく,iau
自学,じがく,iau
視覚化,しかくか,iaua
自画自賛,じがじさん,iaian
直談判,じかだんぱん,iaanan
自活,じかつ,iau
しかと,しかと,iao
自家発電,じかはつでん,iaauen
じかび,じかび,iai
仕官,しかん,ian
屍姦,しかん,ian
弛緩,しかん,ian
止観,しかん,ian
視姦,しかん,ian
志願,しがん,ian
指揮,しき,ii
思議,しぎ,ii
自棄,じき,ii
自欺,じき,ii
自記,じき,ii
辞儀,じぎ,ii
辞宜,じぎ,ii
直訴,じきそ,iio
直達,じきたつ,iiau
識別,しきべつ,iieu
支給,しきゅう,iuu
持久,じきゅう,iuu
自給,じきゅう,iuu
自給自足,じきゅうじそく,iuuiou
死去,しきょ,io
辞去,じきょ,io
指教,しきょう,iou
示教,しきょう,iou
試供,しきょう,iou
施業,せぎょう,eou
始業,しぎょう,iou
自供,じきょう,iou
自強,じきょう,iou
自彊,じきょう,iou
私曲,しきょく,iou
詩吟,しぎん,iin
試掘,しくつ,iuu
四苦八苦,しくはっく,iuau
私刑,しけい,iei
慈恵,じけい,iei
自剄,じけい,iei
自敬,じけい,iei
自警,じけい,iei
刺戟,しげき,iei
刺激,しげき,iei
止血,しけつ,ieu
自決,じけつ,ieu
試験,しけん,ien
示現,じげん,ien
四顧,しこ,io
指呼,しこ,io
私語,しご,io
識語,しご,io
自己暗示,じこあんじ,ioani
伺候,しこう,iou
嗜好,しこう,iou
志向,しこう,iou
思考,しこう,iou
指向,しこう,iou
施工,しこう,iou
施行,しこう,iou
祗候,しこう,iou
私考,しこう,iou
試航,しこう,iou
試行,しこう,iou
試毫,しごう,iou
諡号,しごう,iou
侍講,じこう,iou
試行錯誤,しこうさくご,iouauo
自己嫌悪,じこけんお,ioeno
自己紹介,じこしょうかい,ioouai
しごと,しごと,ioo
しごとおさめ,しごとおさめ,ioooae
しごとはじめ,しごとはじめ,iooaie
自己弁護,じこべんご,ioeno
自己満足,じこまんぞく,ioanou
示唆,しさ,ia
自裁,じさい,iai
思索,しさく,iau
試作,しさく,iau
詩作,しさく,iau
自作,じさく,iau
試刷,しさつ,iau
自殺,じさつ,iau
死産,しざん,ian
持参,じさん,ian
自讃,じさん,ian
自賛,じさん,ian
師事,しじ,ii
指示,しじ,ii
支持,しじ,ii
自死,じし,ii
自恃,じじ,ii
自失,じしつ,iiu
試写,ししゃ,ia
字釈,じしゃく,iau
示寂,じじゃく,iau
死守,ししゅ,iu
自主,じしゅ,iu
自首,じしゅ,iu
刺繍,ししゅう,iuu
自習,じしゅう,iuu
自重,じちょう,iou
止宿,ししゅく,iuu
私淑,ししゅく,iuu
自粛,じしゅく,iuu
支出,ししゅつ,iuu
施術,しじゅつ,iuu
諮詢,しじゅん,iun
自書,じしょ,io
自署,じしょ,io
自叙,じじょ,io
刺傷,ししょう,iou
師承,ししょう,iou
死傷,ししょう,iou
私消,ししょう,iou
嗤笑,ししょう,iou
試乗,しじょう,iou
自傷,じしょう,iou
自称,じしょう,iou
自乗,じじょう,iou
自浄,じじょう,iou
試食,ししょく,iou
辞職,じしょく,iou
視診,ししん,iin
自刃,じじん,iin
自尽,じじん,iin
試錐,しすい,iui
自炊,じすい,iui
じすべり,じすべり,iuei
試製,しせい,iei
賜姓,しせい,iei
自制,じせい,iei
自省,じせい,iei
咫尺,しせき,iei
自責,じせき,iei
施設,しせつ,ieu
私設,しせつ,ieu
私撰,しせん,ien
私選,しせん,ien
自撰,じせん,ien
自薦,じせん,ien
自選,じせん,ien
使嗾,しそう,iou
刺創,しそう,iou
試走,しそう,iou
自足,じそく,iou
持続,じぞく,iou
至尊,しそん,ion
自存,じそん,ion
辞退,じたい,iai
自大,じだい,iai
時代錯誤,じだいさくご,iaiauo
したうち,したうち,iaui
したく,したく,iau
下検分,したけんぶん,iaenun
したごしらえ,したごしらえ,iaoiae
したじき,したじき,iaii
下準備,したじゅんび,iauni
したしらべ,したしらべ,iaiae
示達,したつ,iau
したづみ,したづみ,iaui
したどり,したどり,iaoi
したばたらき,したばたらき,iaaaai
したみ,したみ,iai
下訳,したやく,iaau
したりがお,したりがお,iaiao
指弾,しだん,ian
時短,じたん,ian
自著,じちょ,io
弛張,しちょう,iou
視聴,しちょう,iou
自嘲,じちょう,iou
自沈,じちん,iin
私通,しつう,iuu
実演,じつえん,iuen
失火,しっか,ia
失格,しっかく,iau
失活,しっかつ,iau
実感,じっかん,ian
失却,しっきゃく,iau
失脚,しっきゃく,iau
失業,しつぎょう,iuou
実況,じっきょう,iou
失禁,しっきん,iin
疾駆,しっく,iu
失敬,しっけい,iei
失計,しっけい,iei
失血,しっけつ,ieu
失権,しっけん,ien
失言,しつげん,iuen
実検,じっけん,ien
実験,じっけん,ien
実見,じっけん,ien
実現,じつげん,iuen
しっこ,しっこ,io
疾呼,しっこ,io
失語,しつご,iuo
執行,しっこう,iou
失効,しっこう,iou
膝行,しっこう,iou
実行,じっこう,iou
実在,じつざい,iuai
失策,しっさく,iau
