orig,hira,vowel
角帯,かくおび,auoi
楽音,がくおん,auon
各界,かっかい,aai
角界,かっかい,aai
格外,かくがい,auai
閣外,かくがい,auai
学外,がくがい,auai
核家族,かくかぞく,auaou
角加速度,かくかそくど,auaouo
核型,かくがた,auaa
角形,かくけい,auei
閣議,かくぎ,aui
角行,かくぎょう,auou
学業,がくぎょう,auou
学芸,がくげい,auei
学芸会,がくげいかい,aueiai
各月,かくつき,auui
客月,かくげつ,aueu
隔月,かくげつ,aueu
格言,かくげん,auen
確言,かくげん,auen
覚悟,かくご,auo
格差,かくさ,aua
客歳,かくさい,auai
拡材,かくざい,auai
角材,かくざい,auai
学才,がくさい,auai
学祭,がくさい,auai
学際,がくさい,auai
楽才,がくさい,auai
学債,がくさい,auai
学際的,がくさいてき,auaiei
画策,かくさく,auau
格下げ,かくさげ,auae
角砂糖,かくざとう,auaou
角皿,かくざら,auaa
拡散,かくさん,auan
核酸,かくさん,auan
かくし,かくし,aui
各氏,かくし,aui
各紙,かくし,aui
各誌,かくし,aui
客死,かくし,aui
核子,かくし,aui
楽士,がくし,aui
楽師,がくし,aui
各自,かくじ,aui
学士,がくし,aui
学資,がくし,aui
学事,がくじ,aui
かくしがね,かくしがね,auiane
かくしがまえ,かくしがまえ,auiaae
学識,がくしき,auii
楽式,がくしき,auii
かくしごと,かくしごと,auioo
かくしことば,かくしことば,auiooa
格下,かくした,auia
かくしだて,かくしだて,auiae
確執,かくしつ,auiu
角質,かくしつ,auiu
革質,かくしつ,auiu
確実,かくじつ,auiu
隔日,かくじつ,auiu
核実験,かくじっけん,auien
確実性,かくじつせい,auiuei
かくしどころ,かくしどころ,auiooo
各社,かくしゃ,aua
覚者,かくしゃ,aua
学者,がくしゃ,aua
学舎,がくしゃ,aua
各種,かくしゅ,auu
核種,かくしゅ,auu
馘首,くび,ui
鶴首,かくしゅ,auu
鶴寿,つるじゅ,uuu
隔週,かくしゅう,auuu
客舟,かくしゅう,auuu
拡充,かくじゅう,auuu
学修,がくしゅう,auuu
学習,がくしゅう,auuu
学習指導要領,がくしゅうしどうようりょう,auuuiououou
学習者,がくしゅうしゃ,auuua
学習塾,がくしゅうじゅく,auuuuu
各種学校,かくしゅがっこう,auuaou
学術,がくじゅつ,auuu
各省,かくしょう,auou
客将,かくしょう,auou
確証,かくしょう,auou
各条,かくじょう,auou
角状,かくじょう,auou
楽匠,がくしょう,auou
楽章,がくしょう,auou
角食,かくしょく,auou
革職,かくしょく,auou
学食,がくしょく,auou
格助詞,かくじょし,auoi
核心,かくしん,auin
確信,かくしん,auin
革新,かくしん,auin
各人,かくじん,auin
隔心,かくしん,auin
確信犯,かくしんはん,auinan
角錐,かくすい,auui
画数,かくすう,auuu
学生,がくせい,auei
廓清,かくせい,auei
覚醒,かくせい,auei
隔世,かくせい,auei
革正,かくせい,auei
鶴声,かくせい,auei
学制,がくせい,auei
楽聖,がくせい,auei
学生運動,がくせいうんどう,aueiunou
拡声器,かくせいき,aueii
覚醒剤,かくせいざい,aueiai
学生服,がくせいふく,aueiuu
学籍,がくせき,auei
隔絶,かくぜつ,aueu
学説,がくせつ,aueu
楽節,がくせつ,aueu
廓然,かくねん,aunen
愕然,がくぜん,auen
核戦争,かくせんそう,auenou
学僧,がくそう,auou
学則,がくそく,auou
角速度,かくそくど,auouo
かくたい,かくたい,auai
拡大,かくだい,auai
覚体,かくたい,auai
革帯,かわおび,aaoi
楽隊,がくたい,auai
拡大鏡,かくだいきょう,auaiou
喀痰,かくたん,auan
格段,かくだん,auan
楽団,がくだん,auan
楽壇,がくだん,auan
核弾頭,かくだんとう,auanou
各地,かくち,aui
客地,かくち,aui
画地,かくち,aui
隔地,かくち,aui
角逐,かくちく,auiu
角柱,かくちゅう,auuu
拡張,かくちょう,auou
学長,がくちょう,auou
拡張子,かくちょうし,auoui
格付け,かくづけ,auue
劃定,かくてい,auei
各停,かくてい,auei
画定,かくてい,auei
確定,かくてい,auei
確定申告,かくていしんこく,aueiinou
カクテル,かくてる,aueu
カクテルドレス,かくてるどれす,aueuoeu
カクテルパーティー,かくてるぱーてぃー,aueuaaeii
角度,かくど,auo
学徒,がくと,auo
学都,がくと,auo
客冬,かくとう,auou
挌闘,かくとう,auou
格闘,かくとう,auou
確答,かくとう,auou
角灯,かくとう,auou
学統,がくとう,auou
学頭,がくとう,auou
学堂,がくどう,auou
学童,がくどう,auou
学道,がくどう,auou
楽堂,がくどう,auou
格闘家,かくとうか,auoua
格闘技,かくとうぎ,auoui
獲得,かくとく,auou
学徳,がくとく,auou
閣内,かくない,aunai
学内,がくない,aunai
角煮,かくに,auni
確認,かくにん,aunin
学人,がくじん,auin
客年,かくねん,aunen
隔年,かくねん,aunen
学年,がくねん,aunen
核燃料,かくねんりょう,aunenou
結果,けっか,ea
格納,かくのう,aunou
格納庫,かくのうこ,aunouo
学派,がくは,aua
核爆弾,かくばくだん,auauan
核爆発,かくばくはつ,auauau
鶴髪,かくはつ,auau
学閥,がくばつ,auau
撹拌,かくはん,auan
攪拌,かくはん,auan
学費,がくひ,aui
擱筆,かくひつ,auiu
学府,がくふ,auu
岳父,がくふ,auu
楽譜,がくふ,auu
学部,がくぶ,auu
額縁,がくぶち,auui
核分裂,かくぶんれつ,auuneu
核分裂反応,かくぶんれつはんのう,auuneuannou
核兵器,かくへいき,aueii
隔壁,かくへき,auei
各別,かくべつ,aueu
格別,かくべつ,aueu
確保,かくほ,auo
確報,かくほう,auou
核膜,かくまく,auau
角膜,かくまく,auau
隔膜,かくまく,auau
学務,がくむ,auu
革命,かくめい,auei
学名,がくめい,auei
額面,がくめん,auen
学問,がくもん,auon
楽屋,がくや,aua
確約,かくやく,auau
格安,かくやす,auau
核融合,かくゆうごう,auuuou
鶴翼,かくよく,auou
かぐら,かぐら,aua
神楽殿,かぐらでん,auaen
撹乱,かくらん,auan
攪乱,かくらん,auan
霍乱,かくらん,auan
隔離,かくり,aui
学理,がくり,aui
楽理,がくり,aui
格律,かくりつ,auiu
格率,かくりつ,auiu
確率,かくりつ,auiu
確立,かくりつ,auiu
確率分布,かくりつぶんぷ,auiuunu
確率論,かくりつろん,auiuon
閣僚,かくりょう,auou
学力,がくりょく,auou
獲麟,かくりん,auin
鶴林,かくりん,auin
学齢,がくれい,auei
かくれが,かくれが,auea
学歴,がくれき,auei
かくれくまのみ,かくれくまのみ,aueuanoi
かくれざと,かくれざと,aueao
かくれんぼ,かくれんぼ,aueno
かくれんぼう,かくれんぼう,auenou
学割,がくわり,auai
家君,かくん,aun
家訓,かくん,aun
かけ,かけ,ae
崖,がけ,ae
かげ,かげ,ae
影,かげ,ae
陰,いん,in
がけ,がけ,ae
かけあし,かけあし,aeai
家兄,かけい,aei
家系,かけい,aei
家計,かけい,aei
家計簿,かけいぼ,aeio
火刑,かけい,aei
科刑,かけい,aei
花形,はながた,anaaa
花茎,かけい,aei
家系図,かけいず,aeiu
影絵,かげえ,aee
かけがえ,かけがえ,aeae
かけがね,かけがね,aeane
歌劇,かげき,aei
過激,かげき,aei
掛け金,かけがね,aeane
掛金,かけきん,aein
がけくずれ,がけくずれ,aeuue
かげぐち,かげぐち,aeui
かけくらべ,かけくらべ,aeuae
かけごえ,かけごえ,aeoe
かけごと,かけごと,aeoo
かけことば,かけことば,aeooa
掛け算,かけざん,aean
かけじく,かけじく,aeiu
かけす,かけす,aeu
可決,かけつ,aeu
果決,かけつ,aeu
佳月,かずき,aui
花月,かげつ,aeu
かけつぎ,かけつぎ,aeui
かけっこ,かけっこ,aeo
かけはぎ,かけはぎ,aeai
かけはし,かけはし,aeai
かけひき,かけひき,aeii
掛布団,かけぶとん,aeuon
影法師,かげぼうし,aeoui
かげま,かげま,aea
影武者,かげむしゃ,aeua
かけもち,かけもち,aeoi
かけゆ,かけゆ,aeu
かけら,かけら,aea
かげり,かげり,aei
かげろう,かげろう,aeou
カゲロウ,かげろう,aeou
家憲,かけん,aen
家眷,かけん,aen
下元,かげん,aen
下弦,かげん,aen
下限,かげん,aen
加減,かげん,aen
寡言,かげん,aen
雅言,がげん,aen
加減乗除,かげんじょうじょ,aenouo
かこ,かこ,ao
かご,かご,ao
華語,かご,ao
蝦蛄,しゃこ,ao
過去,かこ,ao
加護,かご,ao
歌語,かご,ao
訛語,かご,ao
過誤,かご,ao
雅語,がご,ao
かこい,かこい,aoi
下降,かこう,aou
仮構,かこう,aou
佳肴,かこう,aou
加功,かこう,aou
加工,かこう,aou
嘉肴,かこう,aou
架構,かこう,aou
歌稿,かこう,aou
歌行,かこう,aou
河口,かこう,aou
河港,かこう,aou
火光,かこう,aou
火口,かこう,aou
火工,かこう,aou
花梗,かこう,aou
花香,はなか,anaa
華甲,かこう,aou
靴工,かこう,aou
化合,かごう,aou
画工,がこう,aou
雅号,がごう,aou
花崗岩,かこうがん,aouan
加工品,かこうひん,aouin
化合物,かごうぶつ,aouuu
苛酷,かこく,aou
過酷,かこく,aou
過去形,かこけい,aoei
かごと,かごと,aoo
かごぬけ,かごぬけ,aonue
過去分詞,かこぶんし,aouni
かこみ,かこみ,aoi
仮根,かこん,aon
禍根,かこん,aon
過言,かごん,aon
かさ,かさ,aa
傘,かさ,aa
過差,かさ,aa
かさあげ,かさあげ,aaae
家裁,かさい,aai
果菜,かさい,aai
火災,かさい,aai
花菜,はなな,anana
家財,かざい,aai
花材,かざい,aai
貨財,かざい,aai
画才,がさい,aai
画材,がざい,aai
火砕流,かさいりゅう,aaiuu
がさいれ,がさいれ,aaie
かざかみ,かざかみ,aaai
仮作,かさく,aau
佳作,かさく,aau
家作,かさく,aau
寡作,かさく,aau
歌作,かさく,aau
かさぐも,かさぐも,aauo
かざぐも,かざぐも,aauo
かざぐるま,かざぐるま,aauua
かさご,かさご,aao
カサゴ,かさご,aao
カササギ,かささぎ,aaai
かささぎ,かささぎ,aaai
かざしも,かざしも,aaio
かざなみ,かざなみ,aanai
かさなり,かさなり,aanai
かさね,かさね,aane
かさねのいろめ,かさねのいろめ,aanenoioe
カザノワシ,かざのわし,aanoai
かざはな,かざはな,aaana
かさぶた,かさぶた,aaua
かざみ,かざみ,aai
がざみ,がざみ,aai
かざみどり,かざみどり,aaioi
かざむき,かざむき,aaui
かさや,かさや,aaa
かざり,かざり,aai
かざりけ,かざりけ,aaie
かざりつけ,かざりつけ,aaiue
かざりばね,かざりばね,aaiane
カサレヴサ,かされゔさ,aaeua
加算,かさん,aan
可算,かさん,aan
家産,かさん,aan
仮山,かざん,aan
家山,いえやま,ieaa
火山,かざん,aan
画賛,がさん,aan
過酸化,かさんか,aana
過酸化水素,かさんかすいそ,aanauio
火山灰,かざんばい,aanai
かし,かし,ai
下士,かし,ai
下肢,かし,ai
下賜,かし,ai
仮歯,かし,ai
仮死,かし,ai
可視,かし,ai
家士,かし,ai
歌詞,かし,ai
歌誌,かし,ai
瑕疵,かし,ai
花糸,かし,ai
菓子,かし,ai
華氏,かし,ai
かじ,かじ,ai
仮字,かな,ana
加持,かじ,ai
卦辞,けじ,ei
嘉事,かじ,ai
夏時,かじ,ai
構,こう,ou
火事,かじ,ai
花時,はなどき,anaoi
華字,かじ,ai
譌字,かじ,ai
家事,かじ,ai
瓦子,がし,ai
瓦市,がし,ai
餓死,がし,ai
賀詞,がし,ai
ガジェット,がじぇっと,aieo
かしおり,かしおり,aioi
かじか,かじか,aia
可視化,かしか,aia
かじかがえる,かじかがえる,aiaaeu
かしかた,かしかた,aiaa
下士官,かしかん,aian
かじき,かじき,aii
かじきまぐろ,かじきまぐろ,aiiauo
かしきり,かしきり,aiii
貸金,かしきん,aiin
花軸,かじく,aiu
かしこ,かしこ,aio
可視光,かしこう,aiou
かししぶり,かししぶり,aiiui
かしだし,かしだし,aiai
加湿,かしつ,aiu
家室,かむろ,auo
火室,かしつ,aiu
過失,かしつ,aiu
佳日,かじつ,aiu
嘉日,かじつ,aiu
果実,かじつ,aiu
花実,かじつ,aiu
過日,かじつ,aiu
画室,がしつ,aiu
画質,がしつ,aiu
かじづか,かじづか,aiua
かしつけ,かしつけ,aiue
カジノ,かじの,aino
カジノキ,かじのき,ainoi
火事場,かじば,aia
かしはがし,かしはがし,aiaai
菓子パン,かしぱん,aian
かしや,かしや,aia
菓子屋,かしや,aia
貸家,かしや,aia
火車,かしゃ,aa
華奢,きゃしゃ,aa
貨車,かしゃ,aa
仮借,かしゃ,aa
かじや,かじや,aia
呵責,かしゃく,aau
家借,かしゃく,aau
掛錫,かしゃく,aau
家主,やぬし,anui
歌手,かしゅ,au
火手,かしゅ,au
火酒,かしゅ,au
果樹,かじゅ,au
画趣,がしゅ,au
雅趣,がしゅ,au
賀寿,がじゅ,au
歌集,かしゅう,auu
加重,かじゅう,auu
果汁,かじゅう,auu
荷重,かじゅう,auu
画集,がしゅう,auu
果樹園,かじゅえん,auen
火術,かじゅつ,auu
賀春,がしゅん,aun
箇所,かしょ,ao
加除,かじょ,ao
花序,かじょ,ao
賀正,がしょう,aou
仮称,かしょう,aou
寡照,かしょう,aou
歌唱,かしょう,aou
火傷,やけど,aeo
過小,かしょう,aou
嘉祥,かしょう,aou
家常,かじょう,aou
過剰,かじょう,aou
箇条,かじょう,aou
画商,がしょう,aou
臥床,がしょう,aou
雅称,がしょう,aou
牙城,がじょう,aou
画帖,がちょう,aou
賀状,がじょう,aou
箇条書き,かじょうがき,aouai
過剰防衛,かじょうぼうえい,aououei
仮植,かしょく,aou
加飾,かしょく,aou
家職,かしょく,aou
河蝕,かしょく,aou
花色,かしょく,aou
華燭,かしょく,aou
華飾,かしょく,aou
貨殖,かしょく,aou
過食,かしょく,aou
火食,かしょく,aou
臥褥,がじょく,aou
かしら,かしら,aia
頭文字,かしらもじ,aiaoi
かしわ,かしわ,aia
カシワ,かしわ,aia
かしわで,かしわで,aiae
かしわでべ,かしわでべ,aiaee
かしわもち,かしわもち,aiaoi
下唇,したくちびる,iauiiu
火神,かしん,ain
華人,かじん,ain
過信,かしん,ain
家臣,かしん,ain
佳人,かじん,ain
家人,かじん,ain
寡人,かじん,ain
歌人,かじん,ain
かす,かす,au
糟,かす,au
かず,かず,au
下図,かず,au
数,かず,au
ガス,がす,au
瓦斯,がす,au
下垂,かすい,aui
仮睡,かすい,aui
加水,かすい,aui
花穂,かすい,aui
加水分解,かすいぶんかい,auiunai
かすがい,かすがい,auai
カスタード,かすたーど,auaao
カスタネット,かすたねっと,auaneo
カスタマー,かすたまー,auaaa
カスタマイズ,かすたまいず,auaaiu
カスタム,かすたむ,auau
カステラ,かすてら,auea
カズナギ,かずなぎ,aunai
かずのこ,かずのこ,aunoo
かすみ,かすみ,aui
霞が関,かすみがせき,auiaei
霞草,かすみそう,auiou
かずら,かずら,aua
かすり,かすり,aui
かすりきず,かすりきず,auiiu
かせ,かせ,ae
械,かい,ai
かぜ,かぜ,ae
風,かぜ,ae
風邪,かぜ,ae
がせ,がせ,ae
がぜ,がぜ,ae
下制,かせい,aei
仮声,かせい,aei
仮性,かせい,aei
加勢,かせい,aei
化成,かせい,aei
家政,かせい,aei
歌声,うたごえ,uaoe
歌聖,かせい,aei
河清,かせい,aei
火勢,かせい,aei
火成,かせい,aei
苛性,かせい,aei
苛政,かせい,aei
課税,かぜい,aei
画聖,がせい,aei
家政科,かせいか,aeia
家政学,かせいがく,aeiau
火星人,かせいじん,aeiin
家政婦,かせいふ,aeiu
かぜがまえ,かぜがまえ,aeaae
かぜかんむり,かぜかんむり,aeanui
化石,かせき,aei
過積載,かせきさい,aeiai
かせぎて,かせぎて,aeie
化石燃料,かせきねんりょう,aeinenou
かぜくさ,かぜくさ,aeua
かぜくも,かぜくも,aeuo
仮設,かせつ,aeu
仮説,かせつ,aeu
佳節,かせつ,aeu
架設,かせつ,aeu
カセット,かせっと,aeo
カセットテープ,かせっとてーぷ,aeoeeu
カセットデッキ,かせっとでっき,aeoei
かぜとおし,かぜとおし,aeooi
かぜなみ,かぜなみ,aenai
ガゼル,がぜる,aeu
下線,かせん,aen
加線,かせん,aen
化繊,かせん,aen
寡占,かせん,aen
架線,かせん,aen
歌仙,かせん,aen
河川,かせん,aen
火箭,かせん,aen
火線,かせん,aen
瓦全,がぜん,aen
河川敷,かせんじき,aenii
可塑,かそ,ao
家祖,かそ,ao
火鼠,ひねずみ,ineui
過疎,かそ,ao
かぞ,かぞ,ao
かそう,かそう,aou
下層,かそう,aou
仮想,かそう,aou
仮葬,かそう,aou
仮装,かそう,aou
家相,かそう,aou
架装,かそう,aou
火葬,かそう,aou
加増,かぞう,aou
家蔵,かぞう,aou
架蔵,かぞう,aou
画僧,がそう,aou
画像,がぞう,aou
火葬場,かそうば,aoua
かぞえどし,かぞえどし,aoeoi
カソード,かそーど,aooo
仮足,かそく,aou
加速,かそく,aou
家族,かぞく,aou
華族,かぞく,aou
加速度,かそくど,aouo
カソリック,かそりっく,aoiu
ガソリン,がそりん,aoin
ガソリンスタンド,がそりんすたんど,aoinuano
かた,かた,aa
型,かた,aa
夥多,かた,aa
方,ほう,ou
潟,かた,aa
肩,かた,aa
がた,がた,aa
かたあし,かたあし,aaai
かたい,かたい,aai
下腿,かたい,aai
化体,かたい,aai
歌体,かたい,aai
過怠,かたい,aai
仮題,かだい,aai
架台,かだい,aai
歌題,かだい,aai
花台,かだい,aai
課題,かだい,aai
過大,かだい,aai
がたい,がたい,aai
画題,がだい,aai
かたいなか,かたいなか,aainaa
かたいれ,かたいれ,aaie
かたうで,かたうで,aaue
かたおもい,かたおもい,aaooi
かたがき,かたがき,aaai
かたかた,かたかた,aaaa
かたがた,かたがた,aaaa
掛搭,かた,aa
かたかな,かたかな,aaana
カタカナ,かたかな,aaana
かたがわ,かたがわ,aaaa
かたき,かたき,aai
かたぎ,かたぎ,aai
模,も,o
仮託,かたく,aau
家宅,かたく,aau
火宅,かたく,aau
かたくちいわし,かたくちいわし,aauiiai
頑,がん,an
かたくり,かたくり,aaui
カタクリ,かたくり,aaui
かたくりこ,かたくりこ,aauio
片栗粉,かたくりこ,aauio
かたこり,かたこり,aaoi
かたさ,かたさ,aaa
かたし,かたし,aai
カタシロワシ,かたしろわし,aaioai
かたず,かたず,aau
固唾,かたず,aau
かたすみ,かたすみ,aaui
片対数,かたたいすう,aaaiuu
かたたたき,かたたたき,aaaai
かたち,かたち,aai
形,かたち,aai
かたちづくり,かたちづくり,aaiuui
下達,かたつ,aau
かたづけ,かたづけ,aaue
かたっぱし,かたっぱし,aaai
かたつむり,かたつむり,aauui
カタツムリ,かたつむり,aauui
かたて,かたて,aae
かたてま,かたてま,aaea
かたとき,かたとき,aaoi
かたどり,かたどり,aaoi
かたな,かたな,aana
刀,かたな,aana
かたなかじ,かたなかじ,aanaai
かたなきず,かたなきず,aanaiu
かたはし,かたはし,aaai
かたはば,かたはば,aaaa
かたばみ,かたばみ,aaai
かたはら,かたはら,aaaa
型番,かたばん,aaan
堅物,かたぶつ,aauu
方偏,かたへん,aaen
片偏,かたへん,aaen
片方,かたほう,aaou
かたまり,かたまり,aaai
かたみ,かたみ,aai
かたむき,かたむき,aaui
かたむくろ,かたむくろ,aauuo
かためがね,かためがね,aaeane
かためわざ,かためわざ,aaeaa
片面,かためん,aaen
かたやぶり,かたやぶり,aaaui
かたゆでたまご,かたゆでたまご,aaueaao
かたより,かたより,aaoi
カダル,かだる,aau
カタルシス,かたるしす,aauiu
かたわ,かたわ,aaa
かたわく,かたわく,aaau
かたわら,かたわら,aaaa
かたわれ,かたわれ,aaae
下端,かたん,aan
加担,かたん,aan
荷担,かたん,aan
果断,かだん,aan
歌壇,かだん,aan
花壇,かだん,aan
画壇,がだん,aan
かち,かち,ai
価値,かち,ai
徒,と,o
がち,がち,ai
かちいくさ,かちいくさ,aiiua
カチオン,かちおん,aion
価値観,かちかん,aian
家畜,かちく,aiu
かちまけ,かちまけ,aiae
かちめ,かちめ,aie
家中,いえじゅう,ieuu
歌中,かちゅう,auu
渦中,かちゅう,auu
火中,かちゅう,auu
花柱,かちゅう,auu
カチューシャ,かちゅーしゃ,auua
火箸,ひばし,iai
加徴,かちょう,aou
家長,かちょう,aou
歌調,かちょう,aou
花鳥,かちょう,aou
課徴,かちょう,aou
課長,かちょう,aou
ガチョウ,がちょう,aou
画帳,がちょう,aou
画調,がちょう,aou
鵝鳥,がちょう,aou
鵞鳥,がちょう,aou
可聴域,かちょういき,aouii
花鳥風月,かちょうふうげつ,aouuueu
喝,かつ,au
活,かつ,au
カツ,かつ,au
割愛,かつあい,auai
かつえじに,かつえじに,aueini
かつお,かつお,auo
カツオ,かつお,auo
かつおどり,かつおどり,auooi
カツオドリ,かつおどり,auooi
かつおぶし,かつおぶし,auoui
かつおぶしむし,かつおぶしむし,auouiui
各科,かくか,aua
核果,かくか,aua
閣下,かっか,aa
学科,がっか,aa
学課,がっか,aa
学会,がっかい,aai
学界,がっかい,aai
活火山,かっかざん,aaan
学館,がっかん,aan
劃期,かっき,ai
客気,かっき,ai
活気,かっき,ai
画期,かっき,ai
学期,がっき,ai
月忌,がっき,ai
楽器,がっき,ai
学究,がっきゅう,auu
学級,がっきゅう,auu
学級閉鎖,がっきゅうへいさ,auueia
割拠,かっきょ,ao
活況,かっきょう,aou
楽曲,がっきょく,aou
恪勤,かっきん,ain
学区,がっく,au
滑空,かっくう,auu
滑空機,かっくうき,auui
脚気,かっけ,ae
喀血,かっけつ,aeu
かっこ,かっこ,ao
各個,かっこ,ao
各戸,かっこ,ao
括弧,かっこ,ao
確固,かっこ,ao
カッコウ,かっこう,aou
恰好,かっこう,aou
格好,かっこう,aou
滑降,かっこう,aou
郭公,かっこう,aou
学校,がっこう,aou
学校教育,がっこうきょういく,aououiu
各国,かっこく,aou
葛根,かっこん,aon
合切,がっさい,aai
喝采,かっさい,aai
合作,がっさく,aau
活殺,かっさつ,aau
合算,がっさん,aan
活字,かつじ,aui
活写,かっしゃ,aa
滑車,かっしゃ,aa
合衆国,がっしゅうこく,auuou
合宿,がっしゅく,auu
割譲,かつじょう,auou
合唱,がっしょう,aou
合従,がっしょう,aou
合掌,がっしょう,aou
合唱団,がっしょうだん,aouan
褐色,かっしょく,aou
カッショクハイエナ,かっしょくはいえな,aouaiena
活水,かっすい,aui
渇水,かっすい,aui
活性,かっせい,aei
活性化,かっせいか,aeia
滑石,かっせき,aei
滑舌,かつぜつ,aueu
割線,かっせん,aen
合戦,かっせん,aen
活栓,かっせん,aen
活線,かっせん,aen
割創,かっそう,aou
滑走,かっそう,aou
合奏,がっそう,aou
合葬,がっそう,aou
滑走路,かっそうろ,aouo
活塞,かっそく,aou
カッターシャツ,かったーしゃつ,aaaau
カッターナイフ,かったーないふ,aaanaiu
かったい,かったい,aai
合体,がったい,aai
合致,がっち,ai
甲冑,こうちゅう,ouuu
かって,かって,ae
カット,かっと,ao
ガット,がっと,ao
カットアンドペースト,かっとあんどぺーすと,aoanoeeuo
葛藤,かっとう,aou
活動,かつどう,auou
活動写真,かつどうしゃしん,auouain
カットソー,かっとそー,aooo
かっぱ,かっぱ,aa
カッパ,かっぱ,aa
合羽,かっぱ,aa
喝破,かっぱ,aa
活発,かっぱつ,aau
かっぱまき,かっぱまき,aaai
月日,がっぴ,ai
カップ,かっぷ,au
割符,わりふ,aiu
割腹,かっぷく,auu
恰幅,かっぷく,auu
カップリング,かっぷりんぐ,auinu
カップル,かっぷる,auu
合併,がっぺい,aei
合併症,がっぺいしょう,aeiou
闊歩,かっぽ,ao
割烹,かっぽう,aou
渇望,かつぼう,auou
刮目,かつもく,auou
活躍,かつやく,auau
蛞蝓,なめくじ,naeui
活用,かつよう,auou
かつら,かつら,aua
カツラ,かつら,aua
滑落,かつらく,auau
活力,かつりょく,auou
割礼,かつれい,auei
カツレツ,かつれつ,aueu
活路,かつろ,auo
かて,かて,ae
下底,かてい,aei
仮定,かてい,aei
家庭,かてい,aei
河底,かてい,aei
科程,かてい,aei
課程,かてい,aei
過程,かてい,aei
家庭教育,かていきょういく,aeiouiu
家庭教師,かていきょうし,aeioui
家庭裁判所,かていさいばんしょ,aeiaiano
仮定法,かていほう,aeiou
蝦狄,かてき,aei
カテゴリ,かてごり,aeoi
カテゴリー,かてごりー,aeoii
かてめし,かてめし,aeei
加点,かてん,aen
嘉典,よしのり,oinoi
火点,かてん,aen
家伝,かでん,aen
家電,かでん,aen
架電,かでん,aen
瓜田,かでん,aen
荷電,かでん,aen
合点,がてん,aen
画展,がてん,aen
蝌蚪,おたまじゃくし,oaaaui
過渡,かと,ao
かど,かど,ao
火度,かど,ao
過度,かど,ao
下等,かとう,aou
仮痘,かとう,aou
加糖,かとう,aou
可撓,かとう,aou
果糖,かとう,aou
過当,かとう,aou
可動,かどう,aou
家道,いえじ,iei
歌道,かどう,aou
河道,かどう,aou
渦動,かどう,aou
火道,かどう,aou
稼働,かどう,aou
稼動,かどう,aou
花道,はなみち,anaii
華道,かどう,aou
瓦当,がとう,aou
画道,がどう,aou
かどがまえ,かどがまえ,aoaae
過渡期,かとき,aoi
嘉徳,よしのり,oinoi
家督,かとく,aou
稼得,かとく,aou
かどぐち,かどぐち,aoui
門口,かどぐち,aoui
角地,かどち,aoi
かどつけ,かどつけ,aoue
かどづけ,かどづけ,aoue
かどで,かどで,aoe
かどばしら,かどばしら,aoaia
角番,かどばん,aoan
かどべ,かどべ,aoe
かどまつ,かどまつ,aoau
カドミウム,かどみうむ,aoiuu
カトラリー,かとらりー,aoaii
カトリシズム,かとりしずむ,aoiiuu
カトリック,かとりっく,aoiu
ガドリニウム,がどりにうむ,aoiniuu
かどわかし,かどわかし,aoaai
河豚,ふぐ,uu
かな,かな,ana
カナ,かな,ana
かなあみ,かなあみ,anaai
家内,かない,anai
課内,かない,anai
かなえ,かなえ,anae
鼎,かなえ,anae
金型,かながた,anaaa
かなきりごえ,かなきりごえ,anaiioe
金具,かなぐ,anau
かなくず,かなくず,anauu
かなしき,かなしき,anaii
かなしばり,かなしばり,anaiai
かなしぶ,かなしぶ,anaiu
かなしみ,かなしみ,anaii
彼方,かなた,anaa
カナダドル,かなだどる,anaaou
かなづかい,かなづかい,anauai
かなづち,かなづち,anaui
カナディアンフットボール,かなでぃあんふっとぼーる,anaianuooou
かなてこ,かなてこ,anaeo
かなとこ,かなとこ,anaoo
かなとこぐも,かなとこぐも,anaoouo
かなぶん,かなぶん,anaun
かなへび,かなへび,anaei
かなめ,かなめ,anae
要,よう,ou
かなめがしら,かなめがしら,anaeaia
かなめのかしら,かなめのかしら,anaenoaia
かなもの,かなもの,anaono
かなものや,かなものや,anaonoa
かなやま,かなやま,anaaa
かなり,かなり,anai
カナリア,かなりあ,anaia
カナリヤ,かなりや,anaia
火難,かなん,anan
かに,かに,ani
がに,がに,ani
カニ,かに,ani
果肉,かにく,aniu
かにくい,かにくい,aniui
かにちどり,かにちどり,aniioi
かにのめ,かにのめ,aninoe
かにむし,かにむし,aniui
かにめくぎ,かにめくぎ,anieui
加入,かにゅう,anuu
カヌー,かぬー,anuu
かぬち,かぬち,anui
カヌレ,かぬれ,anue
かね,かね,ane
鐘,かね,ane
かねかし,かねかし,aneai
かねごと,かねごと,aneoo
かねたたき,かねたたき,aneaai
カネタタキ,かねたたき,aneaai
加熱,かねつ,aneu
過熱,かねつ,aneu
かねづる,かねづる,aneuu
金偏,かねへん,aneen
かねもち,かねもち,aneoi
加年,かねん,anen
可燃,かねん,anen
可燃性,かねんせい,anenei
可燃物,かねんぶつ,anenuu
化膿,かのう,anou
可能,かのう,anou
嘉納,かのう,anou
過納,かのう,anou
可能性,かのうせい,anouei
かのえ,かのえ,anoe
庚,こう,ou
庚午,かのえうま,anoeua
庚子,かのえね,anoene
かのこゆり,かのこゆり,anooui
彼女,かのじょ,anoo
かのと,かのと,anoo
辛,しん,in
辛丑,かのとうし,anooui
辛未,かのとひつじ,anooiui
